,id,original_title,popularity,vote_count,genre_ids
5310,605116,Project Power,26.62,2670,"[28, 80, 878]"
5311,157849,A Most Wanted Man,15.616,1257,[53]
5312,10326,Forever Young,18.685,828,"[12, 14, 18, 878, 10749]"
5313,96,Beverly Hills Cop II,27.898,2197,"[28, 35, 80]"
5314,740985,Borat Subsequent Moviefilm,47.737,2326,[35]
5315,45243,The Hangover Part II,65.194,9929,[35]
5316,39103,ドラゴンボールZ 激突!!100億パワーの戦士たち,46.14,781,"[28, 16, 878]"
5317,10449,When a Man Loves a Woman,17.401,308,"[18, 10749]"
5318,708336,Return of the Tooth Fairy,17.594,847,[27]
5319,19277,In Hell,15.272,481,"[28, 18, 53]"
5320,18032,The Secret of Moonacre,12.301,425,"[12, 14, 10749]"
5321,11001,Blue Streak,27.955,1368,"[28, 35, 80]"
5322,625568,Unhinged,28.941,2064,"[28, 53]"
5323,474051,Calibre,13.879,597,"[53, 18]"
5324,193893,Let's Be Cops,44.865,2631,[35]
5325,121826,Quartet,10.834,342,"[18, 35, 10749]"
5326,18405,The Last House on the Left,18.662,1624,"[80, 53, 27, 18]"
5327,306947,The Invitation,26.371,2413,"[53, 27]"
5328,16523,Where the Wild Things Are,26.957,1724,"[10751, 14, 18, 12]"
5329,10249,The Rocketeer,21.545,852,"[28, 12, 878, 10751]"
5330,50620,The Twilight Saga: Breaking Dawn - Part 2,89.661,8455,"[12, 14, 18, 10749]"
5331,12689,"Angus, Thongs and Perfect Snogging",19.561,757,"[35, 18, 10751, 10749]"
5332,9615,The Fast and the Furious: Tokyo Drift,17.461,6355,"[28, 80, 18, 53]"
5333,664,Twister,31.678,2960,"[28, 12, 18]"
5334,848326,Rebel Moon - Part One: A Child of Fire,2535.152,671,[878]
5335,270343,Les Combattants,10.887,416,"[35, 10749]"
5336,566454,Le Mystère Henri Pick,12.687,422,"[18, 35]"
5337,334878,"Un peu, beaucoup, aveuglément",12.989,526,"[35, 10749, 18]"
5338,297608,The Taking of Deborah Logan,32.835,1093,"[27, 9648, 53]"
5339,75674,Act of Valor,26.573,1043,"[28, 53, 10752]"
5340,10631,All of Me,9.922,313,"[35, 14, 10749]"
5341,9691,Assassins,23.838,1444,"[28, 12, 80, 53]"
5342,225728,Macbeth,16.974,1381,"[18, 10752]"
5343,34016,She's Out of My League,33.062,1973,"[10749, 35]"
5344,14881,Joe Kidd,18.152,315,[37]
5345,14462,The Manchurian Candidate,17.184,1415,"[18, 53, 9648]"
5346,10684,Courage Under Fire,21.552,830,"[18, 53, 9648, 10752]"
5347,441183,Light of My Life,16.007,482,"[878, 18]"
5348,429733,Mayhem,21.268,600,"[28, 35, 27]"
5349,9772,Air Force One,23.75,2717,"[28, 53]"
5350,976720,Vesper,31.826,441,"[878, 18, 12]"
5351,464052,Wonder Woman 1984,74.053,7960,"[28, 12, 14]"
5352,84355,Your Sister's Sister,10.626,310,[35]
5353,11395,The Santa Clause,43.195,1906,"[14, 18, 35, 10751]"
5354,10760,Sydney White,20.345,988,[35]
5355,280996,Mr. Holmes,27.565,1759,"[18, 80]"
5356,9873,F/X,16.882,378,"[28, 53]"
5357,8954,Reservation Road,17.089,347,"[18, 80, 53]"
5358,543540,The Perfect Date,17.269,3149,"[10749, 35]"
5359,429417,Ghost Stories,16.004,1105,"[27, 18]"
5360,38363,Fair Game,13.981,719,"[18, 53]"
5361,22972,Green Zone,29.265,2046,"[10752, 28, 12, 18, 53]"
5362,14517,MirrorMask,11.7,300,[14]
5363,12182,Nick and Norah's Infinite Playlist,16.568,1115,"[35, 10402, 18]"
5364,9032,Big Daddy,34.323,3045,"[35, 18]"
5365,639798,Malasaña 32,24.845,623,"[18, 27]"
5366,489245,The Kill Team,19.242,359,"[10752, 28, 18]"
5367,57825,Bride & Prejudice,11.784,345,"[18, 35, 10749]"
5368,21629,Stir Crazy,12.205,400,[35]
5369,20526,TRON: Legacy,54.01,6741,"[12, 28, 878]"
5370,3536,U-571,44.886,1120,"[10752, 18, 28, 53]"
5371,1907,The Beach,25.643,4095,"[18, 12, 10749, 53]"
5372,624860,The Matrix Resurrections,82.087,5202,"[878, 28, 12]"
5373,391710,A Futile and Stupid Gesture,12.416,301,[35]
5374,115290,Blue Lagoon: The Awakening,35.945,1336,"[18, 12, 10749, 10770]"
5375,20857,Hardball,16.428,455,[18]
5376,609681,The Marvels,314.486,745,"[878, 12, 28]"
5377,334298,捉妖记,16.3,314,"[35, 14, 12]"
5378,84306,Liberal Arts,22.457,494,"[10749, 35, 18]"
5379,669671,Night Teeth,40.275,707,"[27, 53, 28]"
5380,10021,The Secret of My Success,13.921,576,[35]
5381,9404,警察故事4之簡單任務,27.915,436,"[28, 12, 35, 80, 18, 53]"
5382,622,The Ninth Gate,32.334,2777,"[9648, 53, 27]"
5383,452,Idioterne,16.989,519,"[18, 35]"
5384,723419,Mr. Harrigan's Phone,26.678,713,"[18, 53, 27, 9648]"
5385,669671,Night Teeth,40.275,707,"[27, 53, 28]"
5386,396398,The Meyerowitz Stories (New and Selected),14.162,1113,"[35, 18]"
5387,119569,Marvel One-Shot: Item 47,12.657,483,"[878, 28, 14]"
5388,33365,Notte prima degli esami,9.77,1018,[35]
5389,13465,The Adventures of Ichabod and Mr. Toad,26.557,531,"[27, 14, 16, 10751]"
5390,10288,Fido,12.686,415,"[27, 35, 10749, 18]"
5391,8012,Get Shorty,30.24,936,"[35, 53, 80]"
5392,617708,La Llorona,19.654,305,"[53, 27, 18]"
5393,520900,The Personal History of David Copperfield,15.703,427,[35]
5394,266285,The Salvation,21.534,776,"[18, 37]"
5395,30943,The Deep End of the Ocean,21.932,384,"[18, 9648]"
5396,23963,Pontypool,13.23,572,"[27, 9648, 878]"
5397,505026,Death on the Nile,63.171,3229,"[9648, 80, 53]"
5398,484718,Coming 2 America,42.995,2058,[35]
5399,308504,Last Knights,19.038,1008,"[28, 12]"
5400,447277,The Little Mermaid,205.61,2476,"[12, 10751, 14, 10749]"
5401,308504,Last Knights,19.038,1008,"[28, 12]"
5402,253450,刺客聶隱娘,13.441,474,"[28, 18, 36]"
5403,59961,Safe House,23.848,3344,"[28, 53]"
5404,41446,Scream 4,38.304,3411,"[27, 9648]"
5405,14254,The Uninvited,24.714,1392,[27]
5406,10295,Miami Supercops,23.354,386,"[28, 35]"
5407,460793,Olaf's Frozen Adventure,34.85,1373,"[16, 10751, 12, 35, 14]"
5408,427641,Rampage,60.372,6641,"[28, 12, 878]"
5409,324852,Despicable Me 3,51.739,6664,"[28, 16, 35, 10751, 12]"
5410,59678,Attack the Block,18.194,1921,"[28, 35, 878]"
5411,14052,Revenge of the Nerds,17.635,667,[35]
5412,8012,Get Shorty,30.24,936,"[35, 53, 80]"
5413,3537,Fame,24.626,410,"[18, 10402]"
5414,636,THX 1138,17.211,871,"[878, 28, 18]"
5415,374617,Imperium,14.641,1260,"[80, 18]"
5416,210947,Afflicted,12.99,516,"[27, 53]"
5417,11846,Father of the Bride,17.889,1251,"[35, 10749]"
5418,10576,Psycho II,18.494,579,"[27, 9648, 53]"
5419,9315,Flightplan,21.937,2422,"[53, 18, 9648]"
5420,331583,The Whole Truth,17.489,1044,"[18, 53]"
5421,290859,Terminator: Dark Fate,69.13,4736,"[878, 12, 28]"
5422,13027,Eagle Eye,47.788,2665,"[9648, 53, 28]"
5423,8288,A Midsummer Night's Sex Comedy,8.85,367,"[35, 10749]"
5424,4141,Shoot 'Em Up,22.838,1749,"[28, 53, 35, 80]"
5425,295693,The Boss Baby,20.769,6752,"[16, 35, 10751]"
5426,159121,Paulette,11.464,375,"[80, 35]"
5427,27586,The Runaways,11.393,741,"[10402, 18, 36]"
5428,10159,The Rundown,29.629,1841,"[12, 28, 35, 53]"
5429,9681,Casanova,20.068,829,"[12, 35, 18, 10749]"
5430,433502,The Aftermath,19.95,610,"[10752, 18, 10749]"
5431,411741,Ingrid Goes West,15.764,888,"[35, 18]"
5432,292431,Love,23.364,2303,"[18, 10749]"
5433,184314,Jeune & Jolie,26.464,1148,[18]
5434,20048,Confessions of a Shopaholic,33.465,2499,"[35, 10749]"
5435,16617,Mindhunters,21.615,1082,"[9648, 53, 80]"
5436,117251,White House Down,43.002,4476,"[28, 18, 53]"
5437,38542,The Disappearance of Alice Creed,10.513,509,"[80, 18, 53]"
5438,10806,In & Out,19.658,640,[35]
5439,2617,The Great Outdoors,14.948,485,[35]
5440,738646,Operation Christmas Drop,21.778,513,"[35, 10751, 10749, 10770]"
5441,553608,Cinderela Pop,18.485,312,"[10749, 35]"
5442,39102,ドラゴンボールゼット 超スーパーサイヤ人じんだ孫そん悟ご空くう,38.032,475,"[28, 16, 878]"
5443,8922,Jeepers Creepers,34.373,2782,"[27, 53, 9648, 18]"
5444,457335,Guns Akimbo,19.877,2101,"[28, 35]"
5445,376866,Jackie,18.499,2212,[18]
5446,20726,Little Giants,13.696,391,"[35, 10751]"
5447,15301,Twilight Zone: The Movie,17.572,656,"[27, 14, 878]"
5448,682,The Man with the Golden Gun,33.472,1863,"[12, 28, 53]"
5449,171,La Boum 2,10.904,598,"[35, 10749, 18]"
5450,575774,His House,27.676,998,"[27, 53]"
5451,457232,Lamborghini: The Man Behind the Legend,77.787,417,"[18, 36]"
5452,329263,Fack ju Göhte 2,7.238,889,[35]
5453,240832,Lucy,44.438,15344,"[28, 878]"
5454,82654,Warm Bodies,41.785,5814,"[27, 35, 10749]"
5455,54318,The Water Horse,24.087,970,"[10751, 12, 14]"
5456,2069,The Whole Nine Yards,20.431,1733,"[35, 80]"
5457,435707,Pieles,23.078,487,"[18, 35]"
5458,309304,Grandma,15.62,342,"[35, 18]"
5459,299054,Expend4bles,447.368,937,"[28, 12, 53]"
5460,200713,9 mois ferme,8.066,525,[35]
5461,14442,Ella Enchanted,33.194,1730,"[10751, 14, 35]"
5462,10859,Stakeout,12.775,364,"[28, 35, 10749]"
5463,10761,Made of Honor,19.203,1568,"[35, 10749]"
5464,7300,One Fine Day,14.159,601,"[10749, 35]"
5465,5125,Rendition,14.821,618,"[18, 53]"
5466,910571,Fair Play,80.141,320,[53]
5467,838330,Not Okay,26.609,382,"[35, 18]"
5468,26285,Fantozzi subisce ancora,14.11,434,[35]
5469,6947,The Village,20.036,3857,"[18, 9648, 53]"
5470,3981,What Women Want,28.736,3678,"[35, 10749]"
5471,653598,Spree,19.017,385,"[35, 80, 27]"
5472,303858,Money Monster,23.018,2799,"[53, 18]"
5473,8208,The Man Who Knew Too Much,18.319,353,"[53, 9648, 80, 18]"
5474,5174,Rush Hour 3,56.638,2975,"[28, 35, 80]"
5475,18585,The Ramen Girl,8.291,313,"[10749, 35, 18]"
5476,10957,The Black Cauldron,24.241,1170,"[16, 12, 10751, 14]"
5477,9843,Big Nothing,16.166,386,"[28, 35, 80, 53]"
5478,736790,Chupa,43.805,301,"[12, 14, 10751]"
5479,582883,Le Daim,12.13,640,"[35, 27]"
5480,582883,Le Daim,12.13,640,"[35, 27]"
5481,396940,Super Dark Times,14.398,568,"[18, 53]"
5482,324670,Spectral,46.183,1579,"[878, 53, 28]"
5483,109451,Cloudy with a Chance of Meatballs 2,51.368,2946,"[16, 10751, 35]"
5484,16296,Killer Klowns from Outer Space,28.219,868,"[35, 27, 878]"
5485,9422,A Civil Action,12.297,397,[18]
5486,523172,Late Night,20.189,741,"[35, 18]"
5487,72197,The Pirates! In an Adventure with Scientists!,19.248,999,"[16, 12, 10751, 35]"
5488,11047,Astérix le Gaulois,11.858,670,"[10751, 16, 12, 35]"
5489,123553,The Mortal Instruments: City of Bones,43.047,4311,"[14, 28, 9648]"
5490,79218,Ice Age: A Mammoth Christmas,32.779,605,"[16, 10751, 10770]"
5491,10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,55.613,5275,"[12, 10751, 14]"
5492,157547,Oculus,39.399,2769,[27]
5493,457232,Lamborghini: The Man Behind the Legend,77.787,417,"[18, 36]"
5494,45156,A Little Bit of Heaven,15.339,536,"[35, 18, 10749]"
5495,9928,Robots,42.594,4272,"[16, 35, 10751, 878]"
5496,7873,Harsh Times,15.194,628,"[80, 18, 53, 28]"
5497,531454,Eurovision Song Contest: The Story of Fire Saga,14.979,1301,"[35, 10402]"
5498,346685,The Girl on the Train,29.477,5471,"[53, 9648, 18, 80]"
5499,299054,Expend4bles,447.368,938,"[28, 12, 53]"
5500,49527,Man on a Ledge,25.694,2443,"[28, 53, 80]"
5501,11359,The Indian in the Cupboard,14.857,580,"[12, 10751, 14]"
5502,27346,Maniac,13.094,396,[27]
5503,9618,Tango & Cash,30.511,1746,"[28, 53, 35]"
5504,9593,Last Action Hero,27.646,2499,"[12, 14, 28, 35, 10751]"
5505,6081,Revenge of the Pink Panther,17.652,379,"[35, 80, 9648]"
5506,2294,Jay and Silent Bob Strike Back,20.745,1433,[35]
5507,571384,Come Play,16.896,603,"[27, 9648, 53]"
5508,266082,Bande de filles,13.231,355,[18]
5509,9403,Private Parts,9.732,316,"[35, 18]"
5510,593910,Cinderella,27.88,1284,"[14, 10749, 35]"
5511,544431,The Clovehitch Killer,15.251,625,"[18, 9648, 80]"
5512,403605,Headshot,22.264,406,"[28, 53, 80]"
5513,395992,Life,40.965,6908,"[27, 878, 9648, 53]"
5514,10471,Next Friday,24.663,520,[35]
5515,9975,Curious George,17.603,473,"[12, 16, 35, 10751]"
5516,2207,16 Blocks,21.592,1815,"[28, 12, 80, 53]"
5517,2133,The Perfect Storm,31.634,2082,"[28, 12, 18, 53]"
5518,1406,City Slickers,21.924,692,"[35, 37]"
5519,630240,Titane,63.868,1244,"[18, 53, 27]"
5520,611207,The Knight Before Christmas,23.509,1048,"[35, 10749]"
5521,320588,"Hello, My Name Is Doris",27.707,453,"[35, 18, 10749]"
5522,4421,G.I. Jane,25.823,1542,"[28, 18]"
5523,44147,Wild Target,18.605,648,"[28, 35]"
5524,11229,Freeway,10.83,331,"[35, 18, 53]"
5525,286554,Two Night Stand,16.169,1755,"[10749, 35]"
5526,48650,Habitación en Roma,97.463,642,"[18, 10749]"
5527,11596,New Nightmare,25.363,1267,"[27, 9648, 14]"
5528,8952,I Love You Phillip Morris,17.865,1535,"[35, 80, 18, 10749]"
5529,429203,The Old Man & the Gun,11.855,1307,"[35, 80, 18]"
5530,397722,Thoroughbreds,16.583,1060,"[18, 53]"
5531,583268,Deux moi,13.044,570,"[18, 10749, 35]"
5532,13193,Saved!,29.988,432,[35]
5533,10766,Damien: Omen II,21.593,626,"[27, 53]"
5534,10529,Outlander,23.411,1170,"[878, 28]"
5535,9425,Soldier,17.282,764,"[878, 28, 18, 14]"
5536,5683,Pee-wee's Big Adventure,19.692,712,"[35, 12]"
5537,884,Crash,22.855,999,[18]
5538,10540,Outland,21.547,549,"[878, 28]"
5539,231,Syriana,19.184,1253,"[18, 53]"
5540,16899,Easy Virtue,14.49,370,"[35, 10749]"
5541,10540,Outland,21.547,549,"[878, 28]"
5542,231,Syriana,19.184,1253,"[18, 53]"
5543,333484,The Magnificent Seven,41.489,5599,"[12, 28, 37]"
5544,84184,Celeste & Jesse Forever,14.309,435,"[35, 18, 10749]"
5545,58235,Bruna Surfistinha,19.165,419,[18]
5546,28032,Thumbelina,27.142,463,"[16, 10751, 14, 10749, 10402]"
5547,11498,Dead Again,11.383,339,"[9648, 18, 80]"
5548,1013860,R.I.P.D. 2: Rise of the Damned,55.255,532,"[28, 35, 14, 80]"
5549,521029,Annabelle Comes Home,59.787,3269,"[27, 9648, 53]"
5550,328589,The Lady in the Van,14.218,676,"[35, 18]"
5551,13333,死亡遊戲,23.87,620,"[18, 28, 53]"
5552,13249,Seraphim Falls,19.582,515,"[37, 28, 18]"
5553,12308,L'ultimo bacio,11.915,486,"[35, 18, 10749]"
5554,10210,A Midsummer Night's Dream,19.483,331,"[14, 35, 10749]"
5555,2046,The Gift,14.77,1083,"[27, 18, 53, 9648]"
5556,356298,Don't Think Twice,18.583,358,"[35, 18]"
5557,884,Crash,22.855,999,[18]
5558,582913,The Room,18.961,855,"[27, 18, 9648, 878]"
5559,95610,Bridget Jones's Baby,24.93,2773,"[35, 10749]"
5560,302699,Central Intelligence,38.293,5564,"[28, 35, 80, 9648]"
5561,95610,Bridget Jones's Baby,24.93,2773,"[35, 10749]"
5562,81025,Salmon Fishing in the Yemen,15.013,822,"[18, 10749, 35]"
5563,72784,The Loft,36.747,1368,[53]
5564,61891,Anonymous,15.208,691,"[18, 36, 53]"
5565,10677,Dirty Dancing: Havana Nights,13.817,621,"[18, 10749]"
5566,4380,Shall We Dance?,18.056,1125,"[18, 10749, 35]"
5567,430155,Кома,29.505,485,"[878, 12, 28]"
5568,74387,Goon,13.147,839,[35]
5569,9679,Gone in Sixty Seconds,34.479,4107,"[28, 80, 53]"
5570,8584,Shanghai Noon,20.756,2339,"[12, 28, 35, 37]"
5571,8224,8MM,20.375,1842,"[53, 80, 9648]"
5572,6795,Zathura: A Space Adventure,38.713,3065,"[878, 12, 10751]"
5573,5718,King of California,7.681,318,"[35, 18]"
5574,811,Silent Running,20.021,522,"[12, 878]"
5575,585378,After Yang,21.946,325,"[878, 18]"
5576,425001,The War with Grandpa,29.694,865,"[35, 10751]"
5577,14001,Dead Silence,51.597,2081,[27]
5578,3036,Mary Shelley's Frankenstein,22.872,1130,"[18, 27, 878, 10749]"
5579,991,The Man Who Fell to Earth,17.322,475,"[18, 878]"
5580,341013,Atomic Blonde,28.513,5923,"[28, 53]"
5581,14055,Starter for 10,27.249,369,"[18, 35, 10749]"
5582,10898,The Little Mermaid II: Return to the Sea,7.781,1623,"[16, 12, 10751, 35]"
5583,5336,Salò o le 120 giornate di Sodoma,31.169,1850,"[18, 27]"
5584,429189,Wonder Wheel,30.752,1255,"[18, 10749]"
5585,72105,Ted,70.547,11655,"[35, 14]"
5586,58235,Bruna Surfistinha,19.165,418,[18]
5587,22620,Scooby-Doo! The Mystery Begins,53.323,653,"[9648, 35, 14]"
5588,11894,Curly Sue,23.524,498,"[35, 18, 10751, 10749]"
5589,8987,The River Wild,19.588,808,"[12, 53, 18]"
5590,3594,The Number 23,24.68,3027,"[53, 9648, 80]"
5591,644090,"Love, Guaranteed",18.283,610,"[10749, 35]"
5592,532639,Pinocchio,62.102,1464,"[14, 12, 10751]"
5593,528491,WHAT DID JACK DO?,18.712,444,"[35, 80, 9648]"
5594,11172,Music and Lyrics,18.959,1562,"[35, 10402, 10749]"
5595,669664,Antoinette dans les Cévennes,12.231,316,"[35, 12, 10749]"
5596,238615,Self/less,39.189,2929,"[878, 9648, 53, 28]"
5597,12535,High Anxiety,17.281,307,"[35, 9648, 53]"
5598,11584,Roxanne,15.268,572,"[35, 10749]"
5599,4241,ビジターQ,15.169,460,"[35, 18, 27, 53]"
5600,802217,8-Bit Christmas,34.016,338,"[10751, 35, 14]"
5601,567748,The Guilty,22.293,2363,"[18, 53]"
5602,463843,Sweetheart,14.67,330,"[27, 53]"
5603,27576,Salt,42.691,5184,"[28, 9648, 53]"
5604,16871,Drag Me to Hell,37.628,3433,"[27, 53]"
5605,14191,Aquamarine,21.378,1415,"[14, 10749, 10751, 35]"
5606,379862,Return,5.652,447,[27]
5607,374052,The Love Witch,15.705,473,"[35, 27, 10749]"
5608,29437,Rabid,14.958,439,"[27, 878]"
5609,10246,Porky's,27.666,791,[35]
5610,2655,What Lies Beneath,23.867,1691,"[18, 27, 9648, 53]"
5611,425972,Cargo,23.45,1614,"[18, 53, 27]"
5612,241554,Run All Night,30.535,2661,"[28, 80, 53]"
5613,36668,X-Men: The Last Stand,1.939,9104,"[12, 28, 878, 53]"
5614,11444,Le Placard,9.857,449,[35]
5615,454992,The Spy Who Dumped Me,25.954,2103,"[28, 35]"
5616,9792,The Hills Have Eyes,36.732,2766,"[27, 53]"
5617,559,Spider-Man 3,91.141,13305,"[14, 28, 12]"
5618,877269,Strange World,69.434,1106,"[16, 10751, 12, 878, 14]"
5619,606117,A Cinderella Story: Christmas Wish,24.799,665,"[35, 10402, 10749, 14]"
5620,62046,Flypaper,19.569,700,"[9648, 35, 80]"
5621,34544,The A-Team,33.536,4362,"[53, 28, 12, 35, 80]"
5622,6557,27 Dresses,19.567,2951,"[35, 10749]"
5623,431072,Step Sisters,15.526,437,[35]
5624,300668,Annihilation,45.272,8128,"[878, 27]"
5625,137093,Last Vegas,30.006,2023,[35]
5626,628900,The Contractor,50.234,782,"[28, 12, 53]"
5627,536437,Hypnotic,135.584,830,"[9648, 53, 28, 878]"
5628,136797,Need for Speed,45.768,4116,"[28, 80, 18, 53]"
5629,49017,Dracula Untold,32.545,5732,"[27, 28, 14]"
5630,4513,30 Days of Night,30.833,2562,"[27, 53]"
5631,694254,Il Divin Codino,13.154,389,[18]
5632,626393,The Sleepover,14.894,374,"[10751, 28]"
5633,419835,Crooked House,16.332,842,"[9648, 80, 53]"
5634,175291,Cheap Thrills,17.144,378,"[35, 80, 18]"
5635,36834,Total Eclipse,11.283,491,"[18, 10749]"
5636,15357,Banlieue 13 - Ultimatum,20.728,1072,"[28, 53, 80]"
5637,294795,The 9th Life of Louis Drax,10.461,419,"[14, 9648, 53, 18]"
5638,211672,Minions,33.537,10072,"[10751, 16, 12, 35]"
5639,76170,The Wolverine,9.355,9076,"[28, 878, 12]"
5640,9556,Darkman,20.754,1219,"[28, 878, 53]"
5641,1989,My Blueberry Nights,14.848,693,"[18, 10749]"
5642,728526,Encounter,25.253,400,"[878, 9648, 53, 18]"
5643,460668,I Feel Pretty,24.136,1957,"[35, 10749]"
5644,415842,American Assassin,28.809,2804,"[28, 53]"
5645,293970,The Final Girls,24.596,1183,"[35, 27]"
5646,13022,Rogue,15.199,628,"[28, 27, 53]"
5647,12117,Instinct,14.713,557,"[18, 53]"
5648,11529,Sweet Home Alabama,23.342,1404,"[35, 10749]"
5649,298729,Scusate se esisto!,11.042,544,[35]
5650,58232,Chalet Girl,13.215,611,"[35, 10749]"
5651,75,Mars Attacks!,28.612,5081,"[35, 14, 878]"
5652,343674,Gerald's Game,24.866,3419,"[27, 53]"
5653,316727,The Purge: Election Year,51.662,4999,"[28, 27, 53]"
5654,152795,The Congress,11.483,489,"[18, 878, 16]"
5655,10671,Airport,18.003,346,"[28, 18, 53]"
5656,339527,Solace,31.419,2093,"[53, 80, 9648]"
5657,199534,Wolf Creek 2,23.818,583,"[27, 53]"
5658,59859,Kick-Ass 2,39.925,5851,"[28, 12, 80]"
5659,34769,Defendor,12.669,513,"[18, 28, 35, 80]"
5660,10699,Hero,19.052,417,"[35, 18]"
5661,689700,Clean,35.13,304,[80]
5662,268238,The Second Best Exotic Marigold Hotel,22.553,669,"[18, 35]"
5663,681,Diamonds Are Forever,38.465,1918,"[12, 28, 53]"
5664,670203,Il talento del calabrone,11.379,416,"[53, 18]"
5665,587996,Bajocero,19.732,848,"[28, 80, 53]"
5666,449985,Triple Threat,21.42,524,"[53, 28]"
5667,433501,City of Lies,15.49,529,"[80, 53, 18]"
5668,117263,Olympus Has Fallen,48.798,6272,"[28, 53]"
5669,2275,The General's Daughter,22.549,841,"[53, 9648, 80]"
5670,715123,Books of Blood,74.56,367,"[27, 878]"
5671,524369,The Many Saints of Newark,26.99,583,[80]
5672,77561,EVA,13.483,361,"[878, 18]"
5673,16353,องค์บาก 2,29.219,596,"[12, 28, 53]"
5674,13154,Showdown in Little Tokyo,27.346,425,"[28, 35, 80, 53]"
5675,11128,Ladder 49,19.071,720,"[18, 28, 53]"
5676,10741,Bobby,11.696,349,[18]
5677,9408,Surf's Up,26.12,2300,"[16, 35, 10751]"
5678,4488,Friday the 13th,41.54,2696,[27]
5679,157360,In a World...,13.746,481,[35]
5680,16614,Adventureland,20.802,2028,"[35, 18]"
5681,300667,3 Generations,17.406,420,"[35, 18]"
5682,13417,Kronk's New Groove,28.486,1181,"[16, 35, 10751]"
5683,325348,Hardcore Henry,21.092,2240,"[28, 12, 878]"
5684,290751,Secret in Their Eyes,15.92,1278,"[53, 9648, 18, 80]"
5685,9671,Crocodile Dundee,20.843,1748,"[12, 35]"
5686,9064,Hellbound: Hellraiser II,19.982,1003,"[27, 53]"
5687,640146,Ant-Man and the Wasp: Quantumania,147.105,4314,"[28, 12, 878]"
5688,525041,A Christmas Prince: The Royal Wedding,17.62,888,"[10749, 35]"
5689,11503,The Serpent and the Rainbow,10.456,442,"[27, 53]"
5690,928,Gremlins 2: The New Batch,38.315,2340,"[35, 27, 14]"
5691,540,D.E.B.S.,18.501,514,"[28, 35, 10749]"
5692,396461,Under the Silver Lake,28.529,1251,"[80, 18, 9648]"
5693,74018,A Cinderella Story: Once Upon a Song,25.729,987,"[35, 10751, 10749]"
5694,60420,Like Crazy,13.784,990,"[18, 10749]"
5695,20662,Robin Hood,50.291,4318,"[28, 12, 18]"
5696,214,Saw III,42.178,4205,"[27, 53, 80]"
5697,314095,The Lost City of Z,28.711,2663,"[12, 18, 36]"
5698,9788,Accepted,27.769,1473,[35]
5699,11564,Class of 1984,17.777,311,"[28, 80, 18, 53]"
5700,320367,Return,6.684,647,[18]
5701,60420,Like Crazy,13.784,990,"[18, 10749]"
5702,11564,Class of 1984,17.777,311,"[28, 80, 18, 53]"
5703,6691,Hors de prix,11.584,688,"[18, 35, 10749]"
5704,6687,TransSiberian,14.54,656,"[53, 80, 9648]"
5705,17707,Brokedown Palace,15.802,340,[18]
5706,15449,La Tour Montparnasse Infernale,8.954,793,[35]
5707,1825,Over the Top,30.605,1538,"[28, 18]"
5708,500852,Miss Bala,23.993,490,[28]
5709,18269,Lady and the Tramp II: Scamp's Adventure,23.715,1175,"[10751, 16, 10749, 12]"
5710,10074,Hot Rod,19.687,907,"[35, 28, 18]"
5711,9992,Arthur et les Minimoys,26.163,2726,"[12, 14, 16, 10751]"
5712,775996,Outside the Wire,33.383,1689,"[53, 28, 878]"
5713,513574,Battle,11.828,631,"[18, 10749, 10402]"
5714,44269,Tout ce qui Brille,5.831,719,[35]
5715,7461,Vantage Point,23.256,1903,"[18, 28, 53, 80]"
5716,649409,No Sudden Move,37.802,611,"[80, 18, 9648]"
5717,43549,The Experiment,19.784,1138,"[53, 18]"
5718,13374,Ice Princess,20.403,852,"[10751, 18, 35]"
5719,8054,The Imaginarium of Doctor Parnassus,19.717,2583,"[12, 14, 9648]"
5720,6957,The 40 Year Old Virgin,31.667,6309,"[35, 10749]"
5721,766475,See How They Run,18.519,905,"[9648, 35, 53]"
5722,12435,The Nanny Diaries,23.518,1072,"[35, 18, 10749]"
5723,8491,Weekend at Bernie's,13.612,931,"[35, 80]"
5724,3980,Critters,25.27,860,"[35, 27, 878]"
5725,531219,Roald Dahl's The Witches,69.134,2630,"[10751, 35, 14]"
5726,435615,Possessor,28.479,755,"[27, 53, 878]"
5727,294272,Pete's Dragon,32.183,2104,"[12, 10751, 14]"
5728,16187,Buzz Lightyear of Star Command: The Adventure Begins,19.481,312,"[16, 10751, 35, 878, 12]"
5729,13150,Pride and Glory,11.693,816,"[80, 18, 9648, 53]"
5730,10592,Hart's War,22.383,854,"[18, 10752]"
5731,6279,Sister Act 2: Back in the Habit,26.005,1684,"[10402, 35]"
5732,709,Licence to Kill,44.491,1764,"[12, 28, 53]"
5733,387893,Ice Age: The Great Egg-Scapade,25.666,439,"[12, 16, 35, 10751, 10770]"
5734,5551,Space Cowboys,20.622,1260,"[28, 12, 53]"
5735,286987,How to Build a Better Boy,10.211,378,"[10751, 878, 10770]"
5736,50780,The Beaver,12.587,801,[18]
5737,10715,Looney Tunes: Back in Action,31.622,1411,"[16, 35, 10751]"
5738,145197,Upstream Color,15.19,675,"[18, 878]"
5739,71688,The Iron Lady,31.893,1628,"[36, 18]"
5740,11460,Red Eye,26.421,1829,"[53, 9648]"
5741,11081,Taking Lives,19.303,1484,"[80, 53]"
5742,10337,Bugsy,28.538,351,"[80, 18, 9648]"
